text,labels,affiliate,encoded_column
ganjar mahfud harapan rakyat bismillah ganjar majuu trss ,2,ganjar,"['ganja', '##r', 'mahfud', 'harapan', 'rakyat', 'bismillah', 'ganja', '##r', 'maju', '##u', 'trs', '##s']"
mahfud md dukungan penuh peran mendukung langkah langkah positif ganjar semoga membawa indonesia arah ganjar pranowo presiden xa ,2,ganjar,"['mahfud', 'md', 'dukungan', 'penuh', 'peran', 'mendukung', 'langkah', 'langkah', 'positif', 'ganja', '##r', 'semoga', 'membawa', 'indonesia', 'arah', 'ganja', '##r', 'pran', '##owo', 'presiden', 'x', '##a']"
banget ganjar memaparkan topik lugas visi misi nya ,1,ganjar,"['banget', 'ganja', '##r', 'memaparkan', 'topik', 'lugas', 'visi', 'misi', 'nya']"
ganjar menginspirasi masyarakat menjaga kesatuan persatuan bangsa mengajarkan sikap toleransi ,2,ganjar,"['ganja', '##r', 'menginspirasi', 'masyarakat', 'menjaga', 'kesatuan', 'persatuan', 'bangsa', 'mengajarkan', 'sikap', 'toleransi']"
woi kardus pembina lu wadas program lurah ganjar dipaksa ngawal ndro btw jangkrik bos lu dus ,1,ganjar,"['wo', '##i', 'kardus', 'pembina', 'lu', 'wad', '##as', 'program', 'lurah', 'ganja', '##r', 'dipaksa', 'ngaw', '##al', 'nd', '##ro', 'btw', 'jangkrik', 'bos', 'lu', 'dus']"
debat pilpres dikuasai ganjar pranowo ,1,ganjar,"['debat', 'pilpres', 'dikuasai', 'ganja', '##r', 'pran', '##owo']"
semangat sehat ganjar gaspol nang putaran ,2,ganjar,"['semangat', 'sehat', 'ganja', '##r', 'gas', '##pol', 'nang', 'putaran']"
ganjar dikenal sosok tanggap permasalahan dihadapi masyarakat mantap ,2,ganjar,"['ganja', '##r', 'dikenal', 'sosok', 'tanggap', 'permasalahan', 'dihadapi', 'masyarakat', 'mantap']"
ganjar sosok gaya beda ngerangkul rakyatnya berusaha keras ngentasin kemiskinan ,0,ganjar,"['ganja', '##r', 'sosok', 'gaya', 'beda', 'nger', '##angku', '##l', 'rakyatnya', 'berusaha', 'keras', 'nge', '##nt', '##asin', 'kemiskinan']"
ganjar ,1,ganjar,"['ganja', '##r']"
sikap ganjar sederhana gampang ditrima masyarakat kerendahan hatinya patut diapresiasi dijadikan patokan memilih calon presiden ,2,ganjar,"['sikap', 'ganja', '##r', 'sederhana', 'gampang', 'dit', '##rim', '##a', 'masyarakat', 'kerendahan', 'hatinya', 'patut', 'diap', '##resiasi', 'dijadikan', 'patokan', 'memilih', 'calon', 'presiden']"
dotcom semangat ganjar mahfud semoga menang putaran ,2,ganjar,"['dot', '##com', 'semangat', 'ganja', '##r', 'mahfud', 'semoga', 'menang', 'putaran']"
komitmen ganjar mahfud membawa indonesia ,1,ganjar,"['komitmen', 'ganja', '##r', 'mahfud', 'membawa', 'indonesia']"
anis ganjar track record mimpin daerah berkualitas bowo mentri lingkup diurus kepala daerah bidang kayak pertahanan ,2,ganjar,"['anis', 'ganja', '##r', 'track', 'record', 'mimpi', '##n', 'daerah', 'berkualitas', 'bow', '##o', 'ment', '##ri', 'lingkup', 'diurus', 'kepala', 'daerah', 'bidang', 'kayak', 'pertahanan']"
ganjar mahfud berani keadilan ,2,ganjar,"['ganja', '##r', 'mahfud', 'berani', 'keadilan']"
ganjar pranowo paparkan visi misi program kerja gaspoll pokokeganjar visimisi debatcapres indonesiamaju pemimpinmasadepan debatcapres nysy ryb ,1,ganjar,"['ganja', '##r', 'pran', '##owo', 'paparkan', 'visi', 'misi', 'program', 'kerja', 'gas', '##pol', '##l', 'pokok', '##egan', '##jar', 'visi', '##mis', '##i', 'debat', '##cap', '##res', 'indonesia', '##maj', '##u', 'pemimpin', '##masa', '##dep', '##an', 'debat', '##cap', '##res', 'ny', '##sy', 'ry', '##b']"
keren ketiganya sih ya ganjar ya wir ,2,ganjar,"['keren', 'ketiganya', 'sih', 'ya', 'ganja', '##r', 'ya', 'wir']"
ganjar bijaksana kedepan ,2,ganjar,"['ganja', '##r', 'bijaksana', 'kedepan']"
intinya lu komen lu viral twitter senggol anies kalo viral tiktok senggol prabowo kalo facebook senggol ganjar wkwk ,1,ganjar,"['intinya', 'lu', 'komen', 'lu', 'viral', 'twitter', 'sengg', '##ol', 'anies', 'kalo', 'viral', 'tik', '##tok', 'sengg', '##ol', 'prabowo', 'kalo', 'facebook', 'sengg', '##ol', 'ganja', '##r', 'wkwk']"
butuh mensejahterakan rakyat deh kayak ganjar ,1,ganjar,"['butuh', 'mens', '##ejahterakan', 'rakyat', 'deh', 'kayak', 'ganja', '##r']"
ganjar melawan korupsi capres hp eho lx ,0,ganjar,"['ganja', '##r', 'melawan', 'korupsi', 'capres', 'hp', 'eh', '##o', 'l', '##x']"
raguin deh ya kalo komitmrn ganjar membangun negeri ,1,ganjar,"['ragu', '##in', 'deh', 'ya', 'kalo', 'kom', '##it', '##m', '##rn', 'ganja', '##r', 'membangun', 'negeri']"
semoga dengat komitmen ganjar mahfud menjadikan indonesia sejahtera ,1,ganjar,"['semoga', 'denga', '##t', 'komitmen', 'ganja', '##r', 'mahfud', 'menjadikan', 'indonesia', 'sejahtera']"
lo rekam jejak nya jls kalo ngotot bela ya terserah deh gue kelg gue sih pilih ganjar mahfud pilih jejak amp jejak kinerja ,0,ganjar,"['lo', 'rekam', 'jejak', 'nya', 'jl', '##s', 'kalo', 'ngotot', 'bela', 'ya', 'terserah', 'deh', 'gue', 'kel', '##g', 'gue', 'sih', 'pilih', 'ganja', '##r', 'mahfud', 'pilih', 'jejak', 'amp', 'jejak', 'kinerja']"
mah survei bohongan jateng dukung ganjar ,2,ganjar,"['mah', 'survei', 'bohong', '##an', 'jateng', 'dukung', 'ganja', '##r']"
dibranding gemoy suka joget ala anak anak ya menerima bilang anak anies ganjar bicara doi meremehkan persepsi argumentasi lawan bicara ,0,ganjar,"['dib', '##ran', '##ding', 'gem', '##oy', 'suka', 'jog', '##et', 'ala', 'anak', 'anak', 'ya', 'menerima', 'bilang', 'anak', 'anies', 'ganja', '##r', 'bicara', 'doi', 'meremehkan', 'persepsi', 'argumentasi', 'lawan', 'bicara']"
terharu kesempurnaan kebahagiaan pelukan ganjar ,2,ganjar,"['terharu', 'kesempurnaan', 'kebahagiaan', 'pelukan', 'ganja', '##r']"
heran sih kalo ganjar pendukungnya komitmen beliau tegass ,1,ganjar,"['heran', 'sih', 'kalo', 'ganja', '##r', 'pendukungnya', 'komitmen', 'beliau', 'tegas', '##s']"
menyangka ya ganjar impresif debat semalam deh pilih ,1,ganjar,"['menyangka', 'ya', 'ganja', '##r', 'imp', '##resif', 'debat', 'semalam', 'deh', 'pilih']"
ganjar mah ,1,ganjar,"['ganja', '##r', 'mah']"
suka deh kebijakan ganjar pro rakyat ,2,ganjar,"['suka', 'deh', 'kebijakan', 'ganja', '##r', 'pro', 'rakyat']"
dukung ganjar mahfud bikin indonesia unggul sejahtera ,2,ganjar,"['dukung', 'ganja', '##r', 'mahfud', 'bikin', 'indonesia', 'unggul', 'sejahtera']"
keren banget ganjar jawabannya debat semalam tuh bikin mantap pilih ,2,ganjar,"['keren', 'banget', 'ganja', '##r', 'jawabannya', 'debat', 'semalam', 'tuh', 'bikin', 'mantap', 'pilih']"
ganjar menyelesaikannya beliau teruji ,1,ganjar,"['ganja', '##r', 'menyelesaikan', '##nya', 'beliau', 'teruji']"
ganjar perjuangan memberantas pungli patut diapresiasi ganjar pranowo presiden ejmv ,2,ganjar,"['ganja', '##r', 'perjuangan', 'memberantas', 'pungli', 'patut', 'diap', '##resiasi', 'ganja', '##r', 'pran', '##owo', 'presiden', 'ej', '##m', '##v']"
barakallah ganjar tulus melayani bidang beliau tekuni keren pemimpin menginspirasi masyarakat ,2,ganjar,"['barak', '##allah', 'ganja', '##r', 'tulus', 'melayani', 'bidang', 'beliau', 'tekun', '##i', 'keren', 'pemimpin', 'menginspirasi', 'masyarakat']"
support terbaik ganjar ,2,ganjar,"['support', 'terbaik', 'ganja', '##r']"
lihat debat semalam kalo ganjar pilihan ,1,ganjar,"['lihat', 'debat', 'semalam', 'kalo', 'ganja', '##r', 'pilihan']"
ganjar hebat amp cerdas salah dukung beliau ,2,ganjar,"['ganja', '##r', 'hebat', 'amp', 'cerdas', 'salah', 'dukung', 'beliau']"
ganjar menginspirasi masyarakat menjaga kesatuan persatuan bangsa mengajarkan sikap toleransi ,2,ganjar,"['ganja', '##r', 'menginspirasi', 'masyarakat', 'menjaga', 'kesatuan', 'persatuan', 'bangsa', 'mengajarkan', 'sikap', 'toleransi']"
silakan buktikan komentar ya pasca debat anies ganjar nyungsep lihat surveynya ,1,ganjar,"['silakan', 'buktikan', 'komentar', 'ya', 'pasca', 'debat', 'anies', 'ganja', '##r', 'ny', '##ung', '##sep', 'lihat', 'survey', '##nya']"
bangga banget ganjar berkomitmen ,2,ganjar,"['bangga', 'banget', 'ganja', '##r', 'berkomitmen']"
orang telpon ganjar pranowo ,1,ganjar,"['orang', 'telpon', 'ganja', '##r', 'pran', '##owo']"
kalo lihat debat semalam gue ganjar tuh kapasitas kepemimpinan oke ,2,ganjar,"['kalo', 'lihat', 'debat', 'semalam', 'gue', 'ganja', '##r', 'tuh', 'kapasitas', 'kepemimpinan', 'oke']"
bismillah mahfud ganjar pasangan cocok gagasan ,2,ganjar,"['bismillah', 'mahfud', 'ganja', '##r', 'pasangan', 'cocok', 'gagasan']"
ganjar pemimpin mendengar ,1,ganjar,"['ganja', '##r', 'pemimpin', 'mendengar']"
unggul debat perdana kalah total prabowo anies aplg ganjar bang adek suka sembarangan hsl survey bayaran coba disurvey rakyat indonesia beda hasilnya ,2,ganjar,"['unggul', 'debat', 'perdana', 'kalah', 'total', 'prabowo', 'anies', 'apl', '##g', 'ganja', '##r', 'bang', 'adek', 'suka', 'sembarangan', 'hs', '##l', 'survey', 'bayaran', 'coba', 'dis', '##ur', '##vey', 'rakyat', 'indonesia', 'beda', 'hasilnya']"
hasil analisis polling performa debat perdana capres anis baswedan prabowo subianto ganjar pranowo men mbusbatas freepalestine gp ds ,1,ganjar,"['hasil', 'analisis', 'polling', 'performa', 'debat', 'perdana', 'capres', 'anis', 'baswedan', 'prabowo', 'subianto', 'ganja', '##r', 'pran', '##owo', 'men', 'mb', '##us', '##batas', 'free', '##pal', '##esti', '##ne', 'gp', 'ds']"
ganjar fibesnya keren banget ganjar ,2,ganjar,"['ganja', '##r', 'fib', '##es', '##nya', 'keren', 'banget', 'ganja', '##r']"
full support system tergantikan disetiap perjalanan ganjar ,2,ganjar,"['full', 'support', 'system', 'terg', '##antikan', 'disetiap', 'perjalanan', 'ganja', '##r']"
wih ganjar argumen solid banget pilih deh ,2,ganjar,"['wi', '##h', 'ganja', '##r', 'argumen', 'solid', 'banget', 'pilih', 'deh']"
sih anies mengomong kerja wowo mengomong ganjar sat set tas tes ,1,ganjar,"['sih', 'anies', 'meng', '##omong', 'kerja', 'wow', '##o', 'meng', '##omong', 'ganja', '##r', 'sat', 'set', 'tas', 'tes']"
ganjar solusi permasalahan indonesia gaspol ,1,ganjar,"['ganja', '##r', 'solusi', 'permasalahan', 'indonesia', 'gas', '##pol']"
ganjar dab wowo bloon ,0,ganjar,"['ganja', '##r', 'dab', 'wow', '##o', 'bl', '##oon']"
sss bong kau ganjar kali bong ganjar sih prab tegak lurus orang dungu ,0,ganjar,"['ss', '##s', 'bong', 'kau', 'ganja', '##r', 'kali', 'bong', 'ganja', '##r', 'sih', 'prab', 'tegak', 'lurus', 'orang', 'dun', '##gu']"
pilih lurus deh ganjar mahfud orang dukung orang ,2,ganjar,"['pilih', 'lurus', 'deh', 'ganja', '##r', 'mahfud', 'orang', 'dukung', 'orang']"
ditanggapi ganjar menyambung good job ganjar ,2,ganjar,"['ditanggapi', 'ganja', '##r', 'menyambung', 'good', 'job', 'ganja', '##r']"
debat ganjar pranowo visi kuat negara ,2,ganjar,"['debat', 'ganja', '##r', 'pran', '##owo', 'visi', 'kuat', 'negara']"
support bu atiqoh mas alam penyemangat ganjar ,2,ganjar,"['support', 'bu', 'ati', '##qoh', 'mas', 'alam', 'penyem', '##angat', 'ganja', '##r']"
menurutku sih ganjar ya capres ,1,ganjar,"['menurutku', 'sih', 'ganja', '##r', 'ya', 'capres']"
ganjar pranowo figur berhasil mengubah pandangan masyarakat kepemimpinan responsif ganjar pranowo presiden ,2,ganjar,"['ganja', '##r', 'pran', '##owo', 'figur', 'berhasil', 'mengubah', 'pandangan', 'masyarakat', 'kepemimpinan', 'responsif', 'ganja', '##r', 'pran', '##owo', 'presiden']"
gue teh lu pilih ganjar mahfud ya program nya oke banget semangat penerus jokowi ganjar pranowo mahfud md ganjar mahfud ganjar sikat korupdi nsemuamurah nsemuakerja ,2,ganjar,"['gue', 'teh', 'lu', 'pilih', 'ganja', '##r', 'mahfud', 'ya', 'program', 'nya', 'oke', 'banget', 'semangat', 'penerus', 'jokowi', 'ganja', '##r', 'pran', '##owo', 'mahfud', 'md', 'ganja', '##r', 'mahfud', 'ganja', '##r', 'sikat', 'korup', '##di', 'ns', '##emua', '##murah', 'ns', '##emua', '##kerja']"
pendukung prabowo kompak jualan isu sara prabowo kalah telak debat lawan anis lawan ganjar joged gemoi laku kampanye hitam isu fitnah sara mntap plih prabowo faktanya anis muhammadiyah amin nahdatul ulama islam moderat ,0,ganjar,"['pendukung', 'prabowo', 'kompak', 'jualan', 'isu', 'sara', 'prabowo', 'kalah', 'telak', 'debat', 'lawan', 'anis', 'lawan', 'ganja', '##r', 'jog', '##ed', 'gem', '##oi', 'laku', 'kampanye', 'hitam', 'isu', 'fitnah', 'sara', 'mn', '##ta', '##p', 'pl', '##ih', 'prabowo', 'faktanya', 'anis', 'muhammadiyah', 'amin', 'nahd', '##atul', 'ulama', 'islam', 'moderat']"
gila ganjar bikin jateng contoh pemerintahan oke proud ,2,ganjar,"['gila', 'ganja', '##r', 'bikin', 'jateng', 'contoh', 'pemerintahan', 'oke', 'pro', '##ud']"
ganjar pranowo bikin kalo kemampuan memimpin negara kalem tajam ,1,ganjar,"['ganja', '##r', 'pran', '##owo', 'bikin', 'kalo', 'kemampuan', 'memimpin', 'negara', 'kalem', 'tajam']"
pendukung prabowo kompak jualan isu sara prabowo kalah telak debat lawan anis lawan ganjar joged gemoi laku kampanye hitam isu fitnah sara mntap plih prabowo faktanya anis muhammadiyah amin nahdatul ulama islam moderat ,0,ganjar,"['pendukung', 'prabowo', 'kompak', 'jualan', 'isu', 'sara', 'prabowo', 'kalah', 'telak', 'debat', 'lawan', 'anis', 'lawan', 'ganja', '##r', 'jog', '##ed', 'gem', '##oi', 'laku', 'kampanye', 'hitam', 'isu', 'fitnah', 'sara', 'mn', '##ta', '##p', 'pl', '##ih', 'prabowo', 'faktanya', 'anis', 'muhammadiyah', 'amin', 'nahd', '##atul', 'ulama', 'islam', 'moderat']"
ganjar presiden ,1,ganjar,"['ganja', '##r', 'presiden']"
wadidaw ngeri bah komplit nya komplit komplit nya versi ngeri dukung ganjar kalo kayak ganjar mahfud ,0,ganjar,"['wad', '##ida', '##w', 'ngeri', 'bah', 'komplit', 'nya', 'komplit', 'komplit', 'nya', 'versi', 'ngeri', 'dukung', 'ganja', '##r', 'kalo', 'kayak', 'ganja', '##r', 'mahfud']"
suruh anak emmak banteng sahkan uu perampasan aset koruptor banteng komit visi misi ganjar ,2,ganjar,"['suruh', 'anak', 'emma', '##k', 'banteng', 'sah', '##kan', 'uu', 'peramp', '##asan', 'aset', 'koruptor', 'banteng', 'kom', '##it', 'visi', 'misi', 'ganja', '##r']"
support keluarga ganjar istimewa semangat ganjar ,2,ganjar,"['support', 'keluarga', 'ganja', '##r', 'istimewa', 'semangat', 'ganja', '##r']"
ganjar machfud jujur merakyat berani ,2,ganjar,"['ganja', '##r', 'mach', '##fu', '##d', 'jujur', 'merak', '##yat', 'berani']"
bravo ganjar skor main main pokoknya keren habis ,2,ganjar,"['bra', '##vo', 'ganja', '##r', 'skor', 'main', 'main', 'pokoknya', 'keren', 'habis']"
cintanya alam ganjar siti atikoh benteng pertahanan terkuat ganjar pranowo menghadapi beliau hadapi ,2,ganjar,"['cintanya', 'alam', 'ganja', '##r', 'siti', 'ati', '##ko', '##h', 'benteng', 'pertahanan', 'terkuat', 'ganja', '##r', 'pran', '##owo', 'menghadapi', 'beliau', 'hadapi']"
prabowo jokowi ganjar anies pemilu memilih terbaik menghindari buruk paham satt ,0,ganjar,"['prabowo', 'jokowi', 'ganja', '##r', 'anies', 'pemilu', 'memilih', 'terbaik', 'menghindari', 'buruk', 'paham', 'sat', '##t']"
ganjar mengambil keputusan ,1,ganjar,"['ganja', '##r', 'mengambil', 'keputusan']"
memilih ganjar hasil debat semalam ,1,ganjar,"['memilih', 'ganja', '##r', 'hasil', 'debat', 'semalam']"
ganjar selon nyenggol ham nye ,1,ganjar,"['ganja', '##r', 'sel', '##on', 'ny', '##engg', '##ol', 'ham', 'ny', '##e']"
bukti nyata kalo ganjar anti korupsi b jj uto ,0,ganjar,"['bukti', 'nyata', 'kalo', 'ganja', '##r', 'anti', 'korupsi', 'b', 'jj', 'ut', '##o']"
best leader ganjar contoh pemimpin menjatuhkan disaat mengatur emosi ,0,ganjar,"['best', 'leader', 'ganja', '##r', 'contoh', 'pemimpin', 'menjatuhkan', 'disaat', 'mengatur', 'emosi']"
ganjar mendominasi ketiganya jos pokok e ,0,ganjar,"['ganja', '##r', 'mendominasi', 'ketiganya', 'jos', 'pokok', 'e']"
beda banget ganjar prabowo ganjar santai berwibawa prabowo sibuk lempar lempar greget ,2,ganjar,"['beda', 'banget', 'ganja', '##r', 'prabowo', 'ganja', '##r', 'santai', 'berwibawa', 'prabowo', 'sibuk', 'lempar', 'lempar', 'greg', '##et']"
sweet banget keluarga ganjar ,2,ganjar,"['sweet', 'banget', 'keluarga', 'ganja', '##r']"
ganjar media beredar wadas dibawah kewenangan kementerian pupr ,1,ganjar,"['ganja', '##r', 'media', 'beredar', 'wad', '##as', 'dibawah', 'kewenangan', 'kementerian', 'pup', '##r']"
salah prestasi ganjar menjabat gubernur jateng yi ,0,ganjar,"['salah', 'prestasi', 'ganja', '##r', 'menjabat', 'gubernur', 'jateng', 'yi']"
jateng banget deh ganjar andil lingkungan pemerintahan bersih salut ,2,ganjar,"['jateng', 'banget', 'deh', 'ganja', '##r', 'andil', 'lingkungan', 'pemerintahan', 'bersih', 'salut']"
the best keluarga nya ganjar the best pokoknya ,2,ganjar,"['the', 'best', 'keluarga', 'nya', 'ganja', '##r', 'the', 'best', 'pokoknya']"
kombinasi visi pemimpin berpengalaman pembangunan ganjar keahlian hukum kebijakan mahfud fondasi kuat indonesia emas ,2,ganjar,"['kombinasi', 'visi', 'pemimpin', 'berpengalaman', 'pembangunan', 'ganja', '##r', 'keahlian', 'hukum', 'kebijakan', 'mahfud', 'fondasi', 'kuat', 'indonesia', 'emas']"
ganjar pranowo top deh cuman tampilan doang isi visi misi benaran ngena ,2,ganjar,"['ganja', '##r', 'pran', '##owo', 'top', 'deh', 'cuman', 'tampilan', 'doang', 'isi', 'visi', 'misi', 'benar', '##an', 'nge', '##na']"
debat semalam ganjar mahfud pilihan ,1,ganjar,"['debat', 'semalam', 'ganja', '##r', 'mahfud', 'pilihan']"
ganjar pranowo sosok harapan masyarakat indonesia terpinggirkan ganjar pranowo presiden f dye l tn ,2,ganjar,"['ganja', '##r', 'pran', '##owo', 'sosok', 'harapan', 'masyarakat', 'indonesia', 'terp', '##inggi', '##r', '##kan', 'ganja', '##r', 'pran', '##owo', 'presiden', 'f', 'dy', '##e', 'l', 'tn']"
hikmah bijaksana ya all ganjar ,2,ganjar,"['hikmah', 'bijaksana', 'ya', 'all', 'ganja', '##r']"
ganjar mah diragukan tau rakyat sejahtera ,0,ganjar,"['ganja', '##r', 'mah', 'diragukan', 'tau', 'rakyat', 'sejahtera']"
support ganjar mahfud ,2,ganjar,"['support', 'ganja', '##r', 'mahfud']"
sikap ganjar sederhana gampang ditrima masyarakat kerendahan hatinya patut diapresiasi dijadikan patokan memilih calon presiden ,2,ganjar,"['sikap', 'ganja', '##r', 'sederhana', 'gampang', 'dit', '##rim', '##a', 'masyarakat', 'kerendahan', 'hatinya', 'patut', 'diap', '##resiasi', 'dijadikan', 'patokan', 'memilih', 'calon', 'presiden']"
ganjar paham solusi darurat ,0,ganjar,"['ganja', '##r', 'paham', 'solusi', 'darurat']"
ganjar memiliki rekam jejak kuat pembangunan jawa pengalamannya membantu memajukan indonesia ,2,ganjar,"['ganja', '##r', 'memiliki', 'rekam', 'jejak', 'kuat', 'pembangunan', 'jawa', 'pengalamannya', 'membantu', 'memajukan', 'indonesia']"
dukung kawal ganjar memimpin ri indonesia emas ,2,ganjar,"['dukung', 'kaw', '##al', 'ganja', '##r', 'memimpin', 'ri', 'indonesia', 'emas']"
debat pilpres kali panggung milik ganjar pranowo keberanian kejelian merespons kesan posit ,2,ganjar,"['debat', 'pilpres', 'kali', 'panggung', 'milik', 'ganja', '##r', 'pran', '##owo', 'keberanian', 'kej', '##elian', 'merespons', 'kesan', 'pos', '##it']"
semangat ganjar support keluarga mangkanya ganjar ,2,ganjar,"['semangat', 'ganja', '##r', 'support', 'keluarga', 'mangk', '##anya', 'ganja', '##r']"
program dibawa ganjar keren keren ganjar ,2,ganjar,"['program', 'dibawa', 'ganja', '##r', 'keren', 'keren', 'ganja', '##r']"
yuk mndukung damai kalo menang bliau presidenku kalo menang bliau presidenmu beda pilihan persaudaraan yuk pilihan gabung ganjar mahfud indonesia sat set das des ngayomi ngayemi ngajeni ajur ajer dpy ,2,ganjar,"['yuk', 'mn', '##duk', '##ung', 'damai', 'kalo', 'menang', 'bli', '##au', 'presiden', '##ku', 'kalo', 'menang', 'bli', '##au', 'presiden', '##mu', 'beda', 'pilihan', 'persaudaraan', 'yuk', 'pilihan', 'gabung', 'ganja', '##r', 'mahfud', 'indonesia', 'sat', 'set', 'das', 'des', 'nga', '##yo', '##mi', 'nga', '##ye', '##mi', 'ngaj', '##eni', 'aj', '##ur', 'aje', '##r', 'dp', '##y']"
disangkal ganjar pranowo menguasai panggung debat pilpres kali penampilannya mencerminkan kematangan kepercayaan ,2,ganjar,"['disangka', '##l', 'ganja', '##r', 'pran', '##owo', 'menguasai', 'panggung', 'debat', 'pilpres', 'kali', 'penampilannya', 'mencerminkan', 'kematangan', 'kepercayaan']"
selamat pagi indonesia ngupi biar langkah kayak p ganjar sat set ju ,2,ganjar,"['selamat', 'pagi', 'indonesia', 'ng', '##upi', 'biar', 'langkah', 'kayak', 'p', 'ganja', '##r', 'sat', 'set', 'ju']"
ganjar pranowo penampilan mengesankan debat pilpres kemampuannya menguasai situasi ,1,ganjar,"['ganja', '##r', 'pran', '##owo', 'penampilan', 'mengesankan', 'debat', 'pilpres', 'kemampuannya', 'menguasai', 'situasi']"
masyaallah banget lihat keluarga ganjar indah support ,2,ganjar,"['masya', '##allah', 'banget', 'lihat', 'keluarga', 'ganja', '##r', 'indah', 'support']"
lebar mbak membahas anies langsung mempromosikan fokus ganjar ,1,ganjar,"['lebar', 'mbak', 'membahas', 'anies', 'langsung', 'mempromosikan', 'fokus', 'ganja', '##r']"
anies kemarin menang debat pengguna twitter rakyat jelata pemenangnya prabowo bhsnya lugas mudah dipahami rakyat jelata anies bagus teoritis banget n rakyat jelata peduli ganjar nya ,2,ganjar,"['anies', 'kemarin', 'menang', 'debat', 'pengguna', 'twitter', 'rakyat', 'jel', '##ata', 'pemenangnya', 'prabowo', 'bhs', '##nya', 'lugas', 'mudah', 'dipahami', 'rakyat', 'jel', '##ata', 'anies', 'bagus', 'teoritis', 'banget', 'n', 'rakyat', 'jel', '##ata', 'peduli', 'ganja', '##r', 'nya']"
